"SchoolID","SchoolName","CommunityAreax","Address","Action","ProposedVacantSchoolBuilding","Impact","X20121320thDayEnrollment","ReceivingCode","ReceivingCode2","ReceivingCode3","SchoolNameCondense","OfficialShortName","OfficialFullName","PhoneNumber","LastKnownStreetAddress","ZipCode","CommunityAreay","Latitude","Longitude","SchoolType","AccessType","X201112PerformanceLevel","XAsian20122013","XBlack20122013","XHispanic20122013","XMultiRacial20122013","XNativeAmerican20122013","XNotAvailable20122013","XHawaiianPacificIslander20122013","XWhite20122013","X201213Bilinugual","X20112012Bilingual","X20102011Bilingual","X20092010Bilingual","X201213SPED","X20112012SPED","X20102011SPED","X20092010SPED","X201213LowIncome","X20112012LowIncome","X20102011LowIncome","X20092010LowIncome","X19992000Enrollment","X20002001Enrollment","X20012002Enrollment","X20022003Enrollment","X20032004Enrollment","X20042005Enrollment","X20052006Enrollment","X20062007Enrollment","X20072008Enrollment","X20082009Enrollment","X20092010Enrollment","X20102011Enrollment","X20112012Enrollment","X20122013Enrollment","TotalClassrooms","XofAllottedHomeroomClassrooms","XofAllottedAncillaryClassrooms","IdealCapacityCPSFormula","X201213UtilizationrateCPSFormula","SpaceUseStatusCPSFormula","ApplestoApplesCorrectedTopofRangeMaxAvg30","ApplestoApplesCorrectedMidpointofRange","ApplestoApplesCorrectedBottomofRange","ApplestoApplesSpaceUtilizationIndex","ApplestoApplesUtilizationRate","ApplestoApplesSpaceUseStatus","X20122013ProbationStatus","X20112012ProbationStatus","X20102011ProbationStatus","X20092010ProbationStatus","X20082009ProbationStatus","X20072008ProbationStatus","X20062007ProbationStatus","X20052006ProbationStatus","X20042005ProbationStatus","X20032004ProbationStatus","X20022003ProbationStatus","X20012002ProbationStatus","X20002001ProbationStatus","X19992000ProbationStatus","X19981999ProbationStatus","X19971998ProbationStatus","X19961997ProbationStatus","X19992000MobilityRate","X20002001MobilityRate","X20012002MobilityRate","X20022003MobilityRate","X20032004MobilityRate","X20042005MobilityRate","X20052006MobilityRate","X20062007MobilityRate","X20072008MobilityRate","X20082009MobilityRate","X20092010MobilityRate","X20102011MobilityRate","X20112012MobilityRate","Linktocohortchart","ISATScoresbyCohortMeetsExceedsReading3rdGrade2007","ISATScoresbyCohortMeetsExceedsReading4thGrade2008","ISATScoresbyCohortMeetsExceedsReading5thGrade2009","ISATScoresbyCohortMeetsExceedsReading6thGrade2010","ISATScoresbyCohortMeetsExceedsReading7thGrade2011","ISATScoresbyCohortMeetsExceedsReading8thGrade2012","ISATScoresbyCohortWarningReading3rdGrade2007","ISATScoresbyCohortWarningReading4thGrade2008","ISATScoresbyCohortWarningReading5thGrade2009","ISATScoresbyCohortWarningReading6thGrade2010","ISATScoresbyCohortWarningReading7thGrade2011","ISATScoresbyCohortWarningReading8thGrade2012","ISATScoresbyCohortMeetsExceedsMath3rdGrade2007","ISATScoresbyCohortMeetsExceedsMath4thGrade2008","ISATScoresbyCohortMeetsExceedsMath5thGrade2009","ISATScoresbyCohortMeetsExceedsMath6thGrade2010","ISATScoresbyCohortMeetsExceedsMath7thGrade2011","ISATScoresbyCohortMeetsExceedsMath8thGrade2012","ISATScoresbyCohortWarningMath3rdGrade2007","ISATScoresbyCohortWarningMath4thGrade2008","ISATScoresbyCohortWarningMath5thGrade2009","ISATScoresbyCohortWarningMath6thGrade2010","ISATScoresbyCohortWarningMath7thGrade2011","ISATScoresbyCohortWarningMath8thGrade2012","ISATScoresbyCohortMeetsExceedsScience4thGrade2008","ISATScoresbyCohortMeetsExceedsScience7thGrade2011","ISATScoresbyCohortWarningScience4thGrade2008","ISATScoresbyCohortWarningScience7thGrade2011","X5EssentialsAmbitiousInstruction2011","X5EssentialsAmbitiousInstruction2012","X5EssentialsEffectiveLeaders2011","X5EssentialsEffectiveLeaders2012","X5EssentialsCollaborativeTeachers2011","X5EssentialsCollaborativeTeachers2012","X5EssentialsInvolvedFamilies2011","X5EssentialsInvolvedFamilies2012","X5EssentialsSupportiveEnvironment2011","X5EssentialsSupportiveEnvironment2012","X5EssentialsRatingAmbitiousInstruction2011","X5EssentialsRatingAmbitiousInstruction2012","X5EssentialsRatingEffectiveLeaders2011","X5EssentialsRatingEffectiveLeaders2012","X5EssentialsRatingCollaborativeTeachers2011","X5EssentialsRatingCollaborativeTeachers2012","X5EssentialsRatingInvolvedFamilies2011","X5EssentialsRatingInvolvedFamilies2012","X5EssentialsRatingSupportiveEnvironment2011","X5EssentialsRatingSupportiveEnvironment2012","ClosingStatus","ReceivingStatus","XPerformancePolicyPoints","ISATCompositeMeetsExceeds","ValueAddedMath","ValueAddedReading","ResultCode"
610031,"LAFAYETTE","West Town","2714 W Augusta Blvd","closure","yes","Lafayette closes. Receiving school is Chopin.",470,"609854","0","0","LAFAYETTE","LaFayette","Jean D Lafayette Elementary School","(773) 534-4326","2714 W Augusta Blvd",60622,"WEST TOWN",41.89940402,-87.69494543,"District, non-alternative","Neighborhood Open Area","Level 3",0.4,34,61.1,1.7,0.4,0,0,2.3,23.83,23.57,26.36,19.8,"28.09",28.03,21.73,18.61,"87.45",86.84,96.78,97.43,930,851,792,684,746,721,668,655,621,627,505,497,471,470,57.5,44,13.5,1320,"0.36","UNDERUTILIZED","1320","1100","880","-0.57","0.43","UNDERUTILIZED","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","no","no","no","no","yes","yes","29.1",30.5,27.1,23.2,26.3,33.6,21.7,22,27.7,20.9,29.8,17.5,24.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252305&level=S","49","52","38","58","63","70",17,0,2,3,0,0,"73","82","61","61","60","70",5,4,2,0,3,3,"44","53",9,20,"38","19","80","52","72","39","47","32","43","51","weak","very weak","very strong","neutral","strong","weak","neutral","weak","neutral","neutral",1,0,26.2,59.4,-1.4,-0.2,1
610048,"MANIERRE","Near North Side","1420 N Hudson Ave","closure","yes","Manierre closes. Receiving school is Jenner.",351,"610012","0","0","MANIERRE","Manierre","George Manierre Elementary School","(773) 534-8456","1420 N Hudson Ave",60610,"NEAR NORTH SIDE",41.90825367,-87.63986347,"District, non-alternative","Neighborhood Open Area","Level 3",0.3,97.4,1.1,0.3,0,0.9,0,0,0,0,0.44,0.4,"13.68",16.28,17.69,14.4,"98.58",98.73,98.03,97.5,815,670,642,639,634,615,563,500,437,507,513,458,393,351,42,32,10,960,"0.37","UNDERUTILIZED","960","800","640","-0.56","0.44","UNDERUTILIZED","yes","yes","yes","yes","yes","no","no","yes","yes","no","no","no","no","no","no","no","no","12.7",22.2,15.7,19,12.1,14.7,17.5,16.3,22,20.8,15.4,19,20,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252326&level=S","35","43","39","61","45","62",20,4,2,2,0,0,"63","55","57","72","57","49",14,6,3,2,2,3,"33","48",13,21,"40","28","NDA","NDA","NDA","NDA","NDA","NDA","49","28","neutral","weak","no data available","no data available","no data available","no data available","no data available","no data available","neutral","weak",1,0,9.5,54.3,-1.3,-1.8,1
610072,"MORGAN","Auburn Gresham","8407 S Kerfoot Ave","closure","yes","Morgan closes. Receiving school is Ryder.",236,"610153","0","0","MORGAN","Morgan","Garrett A Morgan Elementary School","(773) 535-3366","8407 S Kerfoot Ave",60620,"AUBURN GRESHAM",41.74124549,-87.64007166,"District, non-alternative","Neighborhood Open Area","Level 3",0,97,2.1,0,0,0.4,0.4,0,1.69,2.95,2.46,1.7,"20.34",24.05,21.72,23.6,"80.51",90.72,92.62,97.3,587,602,576,524,502,459,400,374,370,299,301,244,237,236,33.5,25,8.5,750,"0.31","UNDERUTILIZED","750","625","500","-0.62","0.38","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","24.1",19.2,27.7,24.7,28.6,29.1,28.3,29.6,32.7,38.6,30.4,23.3,26.8,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252047&level=S","23","35","32","47","50","68",26,0,0,0,0,5,"44","46","53","40","50","59",18,0,0,0,19,0,"42","50",15,19,"55","23","46","35","36","28","37","37","58","25","neutral","weak","neutral","weak","weak","weak","weak","weak","neutral","weak",1,0,33.3,52,-1.1,-1.6,1
610085,"NEAR NORTH","West Town","739 N Ada St","closure","yes","Near North closes. Receiving school is Montefiore.",90,"610075","0","0","NEARNORTH","Near North","Near North Elementary School","(773) 534-7845","739 N Ada St",60642,"WEST TOWN",41.89551132,-87.66123981,"District, Special Ed.","Spec Ed/Alt","Level 3",0,67.8,27.8,1.1,0,0,0,3.3,11.11,10.99,11,7.87,"100",100,100,100,"97.78",95.6,98,94.38,97,105,91,94,96,108,111,98,105,106,89,100,91,90,18,0,0,169,"0.53","UNDERUTILIZED","N/A","N/A","N/A","N/A","N/A","N/A","","","","","","no","no","no","no","no","no","no","no","no","no","no","no","32.9",25.7,35.6,32,0,0,0,0,0,0,0,0,0,"https://iirc.niu.edu/School.aspx?schoolId=150162990253157","","","","","","",0,0,0,0,0,0,"","","","","","",0,0,0,0,0,0,"","",0,0,"23","43","NDA","37","NDA","26","NDA","41","27","50","weak","neutral","no data available","weak","no data available","weak","no data available","neutral","weak","neutral",1,0,16.7,14.5,0.2,-0.6,1
610114,"PARKMAN","Fuller Park","245 W 51st St","closure","yes","Parkman closes. Receiving school is Sherwood.",231,"610173","0","0","PARKMAN","Parkman","Francis Parkman Elementary School","(773) 535-1739","245 W 51st St",60609,"FULLER PARK",41.80169919,-87.63297392,"District, non-alternative","Neighborhood Open Area","Level 3",0,90,8.7,0,1.3,0,0,0,3.9,7.59,6.44,11.1,"17.75",19.64,20.79,16.8,"97.4",98.21,99.01,99.6,374,381,342,341,286,375,319,275,201,156,226,202,224,231,26,19,7,570,"0.41","UNDERUTILIZED","570","475","380","-0.51","0.49","UNDERUTILIZED","yes","yes","yes","yes","yes","no","yes","yes","yes","yes","yes","no","no","no","no","no","yes","28.1",16.9,28.3,24.6,47.6,40.5,31.9,48.5,82.4,81.3,44.8,38.6,23.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252393&level=S","41","18","13","39","41","66",37,18,8,6,4,0,"56","50","29","42","33","43",22,0,0,6,0,4,"23","33",27,27,"39","28","20","49","28","50","25","45","45","31","weak","weak","weak","neutral","weak","neutral","weak","neutral","neutral","weak",1,0,45.2,53.7,0,-0.2,1
610119,"PEABODY","West Town","1444 W Augusta Blvd","closure","yes","Peabody closes. Receiving school is Otis.",266,"610107","0","0","PEABODY","Peabody","Elizabeth Peabody Elementary School","(773) 534-4170","1444 W Augusta Blvd",60622,"WEST TOWN",41.89986912,-87.66419014,"District, non-alternative","Neighborhood Open Area","Level 3",0,22.2,75.6,0.8,0.4,0.4,0,0.8,37.97,33.33,26.17,26,"14.66",14.58,14.06,13.6,"94.74",92.36,99.61,99.2,478,423,459,438,432,411,313,276,258,264,250,256,288,266,25,19,6,570,"0.47","UNDERUTILIZED","570","475","380","-0.44","0.56","UNDERUTILIZED","yes","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","22.2",19.2,25,23.9,23.1,19.4,18.7,20.6,26.6,19.2,15.2,19.5,20.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252397&level=S","63","61","71","72","73","83",0,0,0,0,0,0,"88","74","71","80","77","79",0,0,0,4,0,0,"50","85",0,4,"61","39","57","NDA","55","NDA","58","NDA","50","39","strong","weak","neutral","no data available","neutral","no data available","neutral","no data available","neutral","weak",1,0,47.6,69.8,0.2,-0.5,1
610128,"GARVEY","Washington Heights","10309 S Morgan St","closure","yes","Garvey closes. Receiving school is Mount Vernon.",315,"610086","0","0","GARVEY","Garvey","Marcus Moziah Garvey Elementary School","(773) 535-2763","10309 S Morgan St",60643,"WASHINGTON HEIGHTS",41.7065956,-87.64754034,"District, non-alternative","Neighborhood Open Area","Level 3",0,97.1,1.9,0.6,0,0,0,0.3,0,0,0,0,"7.94",11.3,9.46,8.24,"87.62",92.37,95.99,97.07,659,653,624,644,639,611,579,520,496,421,376,349,354,315,27.5,21,6.5,630,"0.5","UNDERUTILIZED","630","525","420","-0.4","0.6","UNDERUTILIZED","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","28.4",15.7,28.3,17.9,18.2,17.4,18.3,20.9,12.9,15.5,18.7,16.2,26.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252773&level=S","59","68","59","71","73","86",13,4,2,0,2,0,"85","86","66","67","76","76",5,0,0,0,7,0,"66","85",6,9,"48","67","NDA","NDA","NDA","NDA","NDA","NDA","50","64","neutral","strong","no data available","no data available","no data available","no data available","no data available","no data available","neutral","strong",1,0,40.5,77.3,0.1,-0.1,1
610134,"POPE","North Lawndale","1852 S Albany Ave","closure","yes","Pope closes. Receiving school is Johnson.",184,"610274","0","0","POPE","Pope","Nathaniel Pope Elementary School","(773) 534-1795","1852 S Albany Ave",60623,"NORTH LAWNDALE",41.85570712,-87.70299144,"District, non-alternative","Neighborhood Open Area","Level 3",0,89.7,9.8,0,0.5,0,0,0,4.35,0.5,2.31,0,"13.04",11.56,15.61,15.3,"88.59",86.93,97.69,99.4,302,297,280,226,212,201,221,175,164,181,176,173,199,184,24,18,6,540,"0.34","UNDERUTILIZED","540","450","360","-0.59","0.41","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","yes","yes","yes","yes","26.4",27.3,35.6,42.2,51.1,63.5,44.6,45,44,38.8,46,53.6,47.3,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252408&level=S","23","58","39","52","45","76",17,0,0,0,5,0,"57","74","52","52","59","72",20,9,0,0,14,0,"57","41",9,18,"83","78","NDA","45","NDA","47","NDA","51","73","72","very strong","strong","no data available","neutral","no data available","neutral","no data available","neutral","strong","strong",1,0,45.2,65,1.6,-0.1,1
610150,"ROSS","Washington Park","6059 S Wabash Ave","closure","yes","Ross closes. Receiving school is Dulles.",344,"610263","0","0","ROSS","Ross","Betsy Ross Elementary School","(773) 535-0650","6059 S Wabash Ave",60637,"WASHINGTON PARK",41.78383382,-87.62365383,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.1,0.6,0,0,0,0,0.3,0.29,0.29,0,0,"10.47",13.14,9.25,9.6,"93.9",93.71,98.81,96,581,500,602,555,571,582,604,502,474,411,375,335,350,344,41,31,10,930,"0.37","UNDERUTILIZED","930","775","620","-0.56","0.44","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","42.8",36.2,42.9,39.5,53.4,57.1,59.8,41.7,43,39,52.9,44.1,50,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252427&level=S","31","47","46","53","48","74",15,0,6,0,5,0,"33","41","20","60","55","81",28,0,0,3,5,0,"38","51",12,22,"50","52","NDA","60","NDA","53","NDA","35","51","70","neutral","neutral","no data available","strong","no data available","neutral","no data available","weak","neutral","strong",1,0,31,49.9,-0.5,0.9,1
610160,"SONGHAI","West Pullman","11725 S Perry Ave","closure","yes","Songhai closes. Receiving school is Curtis.",317,"609900","0","0","SONGHAI","Songhai","Songhai Elementary Learning Institute","(773) 535-5547","11725 S Perry Ave",60628,"WEST PULLMAN",41.68086831,-87.62505762,"District, non-alternative","Neighborhood Open Area","Level 3",0,95.9,3.5,0.3,0,0,0,0.3,1.89,1.14,0.54,0.49,"8.2",10.8,11.14,12.78,"86.12",94.32,91.3,98.28,878,947,888,889,839,801,734,609,513,388,407,368,352,317,32,24,8,720,"0.44","UNDERUTILIZED","720","600","480","-0.47","0.53","UNDERUTILIZED","yes","yes","yes","yes","yes","no","yes","yes","yes","no","no","no","no","no","no","no","no","43.6",38.3,46.4,59.4,53.4,48.5,38.5,51,52.1,58.4,47.8,47.2,46,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252439&level=S","47","50","41","45","47","49",12,5,3,2,3,3,"61","63","54","48","52","71",11,3,0,0,14,0,"32","43",24,34,"54","55","NDA","45","NDA","41","NDA","27","47","58","neutral","neutral","no data available","neutral","no data available","neutral","no data available","weak","neutral","neutral",1,0,33.3,60.1,-0.4,0.2,1
610161,"BONTEMPS","West Englewood","1241 W 58th St","closure","yes","Bontemps closes. Receiving school is Nicholson.",314,"609793","0","0","BONTEMPS","Bontemps","Arna Wendell Bontemps Elementary School","(773) 535-9175","1241 W 58th St",60636,"WEST ENGLEWOOD",41.78857298,-87.65634499,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.7,0.3,0,0,0,0,0,0,0,0,0.28,"7.32",6.38,8.1,6.96,"99.36",98.26,99.44,98.33,654,636,639,654,660,624,519,447,431,393,359,358,345,314,30.5,23,7.5,690,"0.46","UNDERUTILIZED","690","575","460","-0.45","0.55","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","no","no","30.3",34.5,42.7,36.4,33.7,36.2,34.7,40,43.1,25.7,38.2,28.9,31.6,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252771&level=S","58","41","47","62","63","79",14,0,0,0,0,0,"58","44","48","68","63","66",14,3,0,0,0,0,"31","70",22,17,"59","34","NDA","38","NDA","29","NDA","37","48","28","neutral","weak","no data available","weak","no data available","weak","no data available","weak","neutral","weak",1,0,16.7,54.3,-0.1,-1.6,1
610187,"STEWART","Uptown","4525 N Kenmore Ave","closure","yes","Stewart closes. Receiving school is Brennemann.",256,"610242","0","0","STEWART","Stewart","Graeme Stewart Elementary School","(773) 534-2640","4525 N Kenmore Ave",60640,"UPTOWN",41.96434608,-87.65605252,"District, non-alternative","Neighborhood Open Area","Level 2",5.1,48.8,42.6,0.4,0.4,0,0.4,2.3,36.72,35.48,34.54,30.25,"17.19",19.35,14.47,13.62,"92.58",87.46,98.03,98.91,504,459,400,433,390,393,396,377,360,374,367,304,279,256,28,21,7,630,"0.41","UNDERUTILIZED","630","525","420","-0.51","0.49","UNDERUTILIZED","no","yes","yes","yes","no","no","no","yes","yes","no","no","no","no","no","no","no","no","56.9",46.4,57.8,49.7,59,51.2,52.1,64.2,61.3,62,56.1,31.3,28.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252466&level=S","52","50","50","57","74","69",14,7,0,0,0,0,"69","57","57","54","50","79",7,0,0,4,5,0,"53","70",20,15,"57","83","NDA","57","NDA","41","NDA","38","46","66","neutral","very strong","no data available","neutral","no data available","neutral","no data available","weak","neutral","strong",1,0,64.3,66.7,0,0.1,1
610205,"TRUMBULL","Edgewater","5200 N Ashland Ave","closure","yes","Trumbull closes. Receiving schools are Chappell, McPherson and McCutcheon.",389,"609852","610070","610269","TRUMBULL","Trumbull","Lyman Trumbull Elementary School","(773) 534-2430","5200 N Ashland Ave",60640,"EDGEWATER",41.97621644,-87.6697616,"District, non-alternative","Neighborhood Open Area","Level 3",12.9,14.7,56.8,1.3,1.5,1.5,0.3,11.1,31.62,24.42,19.83,12.8,"29.82",27.91,25.59,22.5,"85.35",85.81,75.69,87.6,564,582,560,582,573,533,549,481,469,466,484,469,430,389,32,24,8,720,"0.54","UNDERUTILIZED","720","600","480","-0.35","0.65","UNDERUTILIZED","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","28.9",23.1,21.5,28.4,21,30.8,24.5,25.3,25.7,18.4,16.1,14,13.7,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252489&level=S","69","67","64","74","69","79",7,6,0,0,0,0,"76","81","78","80","74","81",7,3,0,0,7,0,"67","79",3,2,"25","40","NDA","5","NDA","2","NDA","31","47","46","weak","neutral","no data available","very weak","no data available","very weak","no data available","weak","neutral","neutral",1,0,42.9,75,0.3,-0.4,1
610210,"VON HUMBOLDT","Humboldt Park","2620 W Hirsch St","closure","no","Von Humboldt closes. Receiving school is De Diego. De Diego operates in both its current building and Duprey/Von Humboldt building.",362,"610313","0","0","VONHUMBOLDT","Von Humboldt","Alexander von Humboldt Elementary School","(773) 534-4480","2620 W Hirsch St",60622,"WEST TOWN",41.90672216,-87.69300325,"District, non-alternative","Neighborhood Open Area","Level 2",0,45,49.4,0,0.6,4.1,0.3,0.6,11.33,10.71,8.89,7.56,"9.12",10.97,12.15,12.1,"97.79",93.11,90.67,97.92,1330,1162,1091,998,933,743,705,608,526,563,529,461,392,362,39.5,30,9.5,900,"0.4","UNDERUTILIZED","900","750","600","-0.52","0.48","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","yes","yes","yes","26.9",27,31.9,29.3,28,29.4,31.8,29.9,35,37.6,19.6,21.8,29.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252495&level=S","","","","","","",0,0,0,0,0,0,"","","","","","",0,0,0,0,0,0,"","",0,0,"44","69","NDA","80","NDA","71","NDA","56","31","72","neutral","strong","no data available","very strong","no data available","strong","no data available","neutral","weak","strong",1,0,50,64.1,0.3,0.4,1
610224,"WEST PULLMAN","West Pullman","11941 S Parnell Ave","closure","yes","West Pullman closes. Receiving school is Haley.",301,"609808","0","0","WESTPULLMAN","West Pullman","West Pullman Elementary School","(773) 535-5500","11941 S Parnell Ave",60628,"WEST PULLMAN",41.67666008,-87.63570683,"District, non-alternative","Neighborhood Open Area","Level 3",0,98.3,1,0,0,0.7,0,0,0,0,0,0.27,"9.97",7.65,10.51,11.08,"94.35",94.41,90.63,95.68,585,558,590,629,609,639,542,530,422,424,370,352,340,301,31,23,8,690,"0.44","UNDERUTILIZED","690","575","460","-0.48","0.52","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","38.7",53.8,43.9,54.2,51,56.4,55.6,51.5,54.7,52.4,51.9,34.7,54.5,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252509&level=S","28","45","38","59","56","88",19,17,0,0,0,0,"46","64","45","76","82","92",15,4,3,0,4,0,"51","63",13,19,"45","66","57","NDA","50","NDA","46","NDA","53","45","neutral","strong","neutral","no data available","neutral","no data available","neutral","no data available","neutral","neutral",1,0,31,57.8,-0.3,-1,1
610233,"YALE","Greater Grand Crossing","7025 S Princeton Ave","closure","yes","Yale closes. Receiving school is Harvard.",186,"609971","0","0","YALE","Yale","Elihu Yale Elementary School","(773) 535-3190","7025 S Princeton Ave",60621,"GREATER GRAND CROSSING",41.76644232,-87.63209571,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.5,0,0,0,0,0,0.5,0,0,0,0,"22.58",16.48,14.81,14.1,"93.01",99.45,99.07,99.2,490,487,525,452,432,451,400,299,303,294,248,216,182,186,30,23,7,690,"0.27","UNDERUTILIZED","690","575","460","-0.68","0.32","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","yes","yes","yes","yes","no","no","no","no","no","no","yes","35.4",49.6,42.7,48.2,38.7,41.1,45.7,43.4,58,48.8,45.8,43.1,44,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252522&level=S","36","33","24","57","61","79",38,15,0,0,0,0,"48","45","47","71","83","64",33,12,6,0,11,0,"27","67",18,11,"50","34","NDA","NDA","NDA","NDA","35","NDA","43","25","neutral","weak","no data available","no data available","no data available","no data available","weak","no data available","neutral","weak",1,0,28.6,53.2,-0.2,-0.3,1
610240,"HENSON","North Lawndale","1326 S Avers Ave","closure","yes","Henson closes. Receiving school is HughesC.",252,"610005","0","0","HENSON","Henson","Matthew A Henson Elementary School","(773) 534-1804","1326 S Avers Ave",60623,"NORTH LAWNDALE",41.86356038,-87.72158636,"District, non-alternative","Neighborhood Open Area","Level 3",0,99.6,0,0.4,0,0,0,0,0,0,0,0,"15.87",15.13,11.43,11.3,"90.87",91.88,98.21,97.7,445,312,344,270,284,335,276,449,425,391,309,280,271,252,34,26,8,780,"0.32","UNDERUTILIZED","780","650","520","-0.61","0.39","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","yes","yes","yes","yes","yes","yes","24.9",21.3,34.1,25.1,28.7,30.8,32.5,46.3,44,47,28.9,27.6,47.7,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252261&level=S","31","42","46","55","49","72",20,11,0,3,3,0,"69","74","58","58","49","52",9,0,0,0,14,0,"47","50",18,27,"22","18","NDA","42","NDA","39","NDA","39","34","44","weak","very weak","no data available","neutral","no data available","weak","no data available","weak","weak","neutral",1,0,9.5,41.5,-1.4,-2.2,1
610241,"MARCONI","West Garfield Park","230 N Kolmar Ave","closure","yes","Marconi closes. Receiving school is Tilton.",233,"610202","0","0","MARCONI","Marconi","Guglielmo Marconi Elementary Community Academy","(773) 534-6210","230 N Kolmar Ave",60624,"WEST GARFIELD PARK",41.88431659,-87.73936153,"District, non-alternative","Neighborhood Open Area","Level 3",0,100,0,0,0,0,0,0,0,0,0.86,0,"9.87",10.2,11.16,9.56,"98.28",96.33,93.56,97.61,540,530,510,515,458,416,346,365,323,279,251,233,245,233,26,19,7,570,"0.41","UNDERUTILIZED","570","475","380","-0.51","0.49","UNDERUTILIZED","yes","yes","yes","yes","yes","yes","no","yes","yes","no","no","no","no","no","no","no","no","19",20.8,27.3,20.2,24.4,33,31.8,23,36.3,37,29.6,24.5,26.1,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252329&level=S","42","59","43","63","52","62",28,10,0,0,3,0,"49","45","54","59","52","69",35,3,0,3,7,0,"43","52",0,10,"76","64","NDA","59","NDA","62","NDA","31","65","45","strong","strong","no data available","neutral","no data available","strong","no data available","weak","strong","neutral",1,0,42.9,63.5,0.9,0.6,1
610243,"CALHOUN","East Garfield Park","2833 W Adams St","closure","yes","Calhoun closes. Receiving school is Cather.",314,"610251","0","0","CALHOUN","Calhoun North","John Calhoun North Elementary School","(773) 534-6940","2833 W Adams St",60612,"EAST GARFIELD PARK",41.87822115,-87.69755292,"District, non-alternative","Neighborhood Open Area","Level 2",0,99.4,0.3,0.3,0,0,0,0,0,0,0,0,"14.33",14.33,15.84,14.6,"99.36",96.95,98.35,96.6,573,575,559,616,508,517,525,509,456,424,383,303,328,314,31,23,8,690,"0.46","UNDERUTILIZED","690","575","460","-0.45","0.55","UNDERUTILIZED","no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","27",36.9,24.1,37.1,35.3,31.4,43.7,39.7,40.2,27,38.1,32.4,42.9,"https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252114&level=S","53","52","72","67","87","88",15,8,0,0,0,0,"70","80","72","84","100","91",9,0,0,0,0,0,"62","93",14,0,"54","NDA","79","53","88","63","40","38","44","NDA","neutral","no data available","strong","neutral","very strong","strong","neutral","weak","neutral","no data available",1,0,69,82,-1.3,0.1,1
