X,Y,SchoolID,SchoolName,CommunityA,Address,Action,ProposedVa,Impact,X20121320t,ReceivingC,Receivin_1,Receivin_2,SchoolNa_1,OfficialSh,OfficialFu,PhoneNumbe,LastKnownS,ZipCode,Communit_1,Latitude,Longitude,SchoolType,AccessType,X201112Per,XAsian2012,XBlack2012,XHispanic2,XMultiRaci,XNativeAme,XNotAvaila,XHawaiianP,XWhite2012,X201213Bil,X20112012B,X20102011B,X20092010B,X201213SPE,X20112012S,X20102011S,X20092010S,X201213Low,X20112012L,X20102011L,X20092010L,X19992000E,X20002001E,X20012002E,X20022003E,X20032004E,X20042005E,X20052006E,X20062007E,X20072008E,X20082009E,X20092010E,X20102011E,X20112012E,X20122013E,TotalClass,XofAllotte,XofAllot_1,IdealCapac,X201213Uti,SpaceUseSt,ApplestoAp,Applesto_1,Applesto_2,Applesto_3,Applesto_4,Applesto_5,X20122013P,X20112012P,X20102011P,X20092010P,X20082009P,X20072008P,X20062007P,X20052006P,X20042005P,X20032004P,X20022003P,X20012002P,X20002001P,X19992000P,X19981999P,X19971998P,X19961997P,X19992000M,X20002001M,X20012002M,X20022003M,X20032004M,X20042005M,X20052006M,X20062007M,X20072008M,X20082009M,X20092010M,X20102011M,X20112012M,Linktocoho,ISATScores,ISATScor_1,ISATScor_2,ISATScor_3,ISATScor_4,ISATScor_5,ISATScor_6,ISATScor_7,ISATScor_8,ISATScor_9,ISATScor10,ISATScor11,ISATScor12,ISATScor13,ISATScor14,ISATScor15,ISATScor16,ISATScor17,ISATScor18,ISATScor19,ISATScor20,ISATScor21,ISATScor22,ISATScor23,ISATScor24,ISATScor25,ISATScor26,ISATScor27,X5Essentia,X5Essent_1,X5Essent_2,X5Essent_3,X5Essent_4,X5Essent_5,X5Essent_6,X5Essent_7,X5Essent_8,X5Essent_9,X5Essent10,X5Essent11,X5Essent12,X5Essent13,X5Essent14,X5Essent15,X5Essent16,X5Essent17,X5Essent18,X5Essent19,ClosingSta,ReceivingS,XPerforman,ISATCompos,ValueAdded,ValueAdd_1,ResultCode,WARD,PRECINCT,FULL_TEXT
-87.71726618,41.85094816,610273,PADEREWSKI,South Lawndale,2221 S Lawndale Ave,closure,yes,Paderewski closes. Receiving schools are Cardenas and Castellanos.,172,610024,609826,0,PADEREWSKI,Paderewski,Ignance Paderewski Elementary Learning Academy,(773) 534-1821,2221 S Lawndale Ave,60623,SOUTH LAWNDALE,41.850948160000002,-87.717266179999996,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,80.200000000000003,19.199999999999999,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.600000000000000,5.230000000000000,4.690000000000000,10.449999999999999,7.040000000000000,13.95,11.720000000000001,12.690000000000000,12.680000000000000,100,100.000000000000000,99.250000000000000,99.299999999999997,412,469,381,273,397,392,357,306,232,182,142,134,128,172,25.000000000000000,19,6.000000000000000,570,0.3,UNDERUTILIZED,570,475,380,-0.64,0.36,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,53.899999999999999,72.400000000000006,48.600000000000001,42.100000000000001,37.100000000000001,29.199999999999999,38.000000000000000,27.399999999999999,50.200000000000003,44.700000000000003,39.799999999999997,35.600000000000001,43.000000000000000,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252390&level=S,30,50,40,53,59,94,7,5,0,5,0,0,54,41,53,22,47,56,8,5,7,0,12,0,18,53,14,6,98,73,NDA,NDA,NDA,NDA,NDA,NDA,63,70,very strong,strong,no data available,no data available,no data available,no data available,no data available,no data available,strong,strong,1,0,45.200000000000003,63.600000000000001,-0.400000000000000,-0.300000000000000,1,22,19,22019
-87.62012252,41.80557578,610277,OVERTON,Grand Boulevard,221 E 49th St,closure,yes,Overton closes. Receiving school is Mollison.,431,610276,0,0,OVERTON,Overton,Anthony Overton Elementary School,(773) 535-1430,221 E 49th St,60615,GRAND BOULEVARD,41.805575779999998,-87.620122519999995,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,91.900000000000006,1.200000000000000,0.000000000000000,0.000000000000000,6.700000000000000,0.000000000000000,0.200000000000000,0.230000000000000,0.230000000000000,0.000000000000000,0.000000000000000,8.12,7.160000000000000,6.380000000000000,4.200000000000000,95.36,95.609999999999999,92.670000000000002,96.099999999999994,787,613,461,452,494,416,396,378,354,429,433,423,433,431,37.000000000000000,28,9.000000000000000,840,0.51,UNDERUTILIZED,840,700,560,-0.38,0.62,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,31.899999999999999,40.500000000000000,37.799999999999997,26.899999999999999,33.299999999999997,33.600000000000001,47.500000000000000,37.000000000000000,40.899999999999999,26.500000000000000,46.600000000000001,41.899999999999999,34.799999999999997,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252388&level=S,63,37,38,48,59,78,0,7,0,0,10,0,73,48,40,59,62,74,7,0,4,3,3,0,22,79,22,11,76,NDA,NDA,NDA,NDA,NDA,NDA,NDA,64,NDA,strong,no data available,no data available,no data available,no data available,no data available,no data available,no data available,strong,no data available,1,0,35.700000000000003,59.000000000000000,-1.400000000000000,-0.900000000000000,1,3,37,03037
-87.56439326,41.72782129,610280,BUCKINGHAM,Calumet Heights,9207 S Phillips Ave,closure,yes,Buckingham closes. Receiving school is Montefiore.,35,610075,0,0,BUCKINGHAM,Buckingham,Kate S Buckingham Special Education Center,(773) 535-6422,9207 S Phillips Ave,60617,CALUMET HEIGHTS,41.727821290000001,-87.564393260000003,"District, Special Ed.",Spec Ed/Alt,Level 3,0.000000000000000,97.099999999999994,2.900000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.860000000000000,0.000000000000000,2.560000000000000,0.000000000000000,100,100.000000000000000,100.000000000000000,100.000000000000000,97.14,92.310000000000002,87.180000000000007,97.099999999999994,42,44,38,33,46,49,41,41,37,33,34,39,26,35,7.000000000000000,0,0.000000000000000,65,0.54,UNDERUTILIZED,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,81.400000000000006,39.399999999999999,43.700000000000003,88.700000000000003,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,Not available: https://iirc.niu.edu/School.aspx?schoolId=150162990253758,,,,,,,0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,,,0,0,20,99,NDA,NDA,NDA,NDA,NDA,NDA,24,61,weak,very strong,no data available,no data available,no data available,no data available,no data available,no data available,weak,strong,1,0,30.600000000000001,10.600000000000000,0.000000000000000,-0.700000000000000,1,7,37,07037
-87.65468845,41.7811649,610285,WOODS,West Englewood,6206 S Racine Ave,closure,yes,Woods closes. Receiving school is Bass.,371,609791,0,0,WOODS,Woods Acad,Granville T Woods Math & Science Academy ES,(773) 535-9250,6206 S Racine Ave,60636,WEST ENGLEWOOD,41.781164900000000,-87.654688449999995,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,98.400000000000006,0.800000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.300000000000000,0.300000000000000,0.270000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14.29,12.470000000000001,11.470000000000001,8.869999999999999,96.77,94.510000000000005,90.140000000000001,95.459999999999994,862,803,796,830,775,699,597,576,546,511,485,436,401,371,36.000000000000000,27,9.000000000000000,810,0.46,UNDERUTILIZED,810,675,540,-0.45,0.55,UNDERUTILIZED,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,no,31.100000000000001,33.700000000000003,29.899999999999999,33.899999999999999,42.399999999999999,39.899999999999999,39.500000000000000,37.600000000000001,47.299999999999997,31.699999999999999,24.199999999999999,32.899999999999999,26.000000000000000,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252216&level=S,29,39,31,46,74,78,21,7,2,0,4,0,38,34,53,52,76,74,22,5,0,4,2,2,27,74,22,10,31,56,NDA,NDA,NDA,NDA,NDA,NDA,43,62,weak,neutral,no data available,no data available,no data available,no data available,no data available,no data available,neutral,strong,1,0,42.899999999999999,66.000000000000000,-1.200000000000000,-0.800000000000000,1,16,9,16009
-87.69300325,41.90672216,610320,DUPREY,West Town,2620 W Hirsch St,closure,no,"Duprey, currently located in a building with Von Humboldt, closes. Receiving school is De Diego. De Diego will operate in both the De Diego building and the Von Humboldt/Duprey building.",92,610313,0,0,DUPREY,Duprey,Ana Roque de Duprey Elementary School,(773) 534-4230,2620 W Hirsch St,60622,WEST TOWN,41.906722160000001,-87.693003250000004,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,29.300000000000001,67.400000000000006,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.300000000000000,6.520000000000000,10.529999999999999,13.949999999999999,22.149999999999999,15.22,10.529999999999999,12.789999999999999,11.390000000000001,98.91,98.250000000000000,96.510000000000005,96.840000000000003,495,401,380,370,364,322,322,337,231,314,158,86,114,92,15.000000000000000,11,4.000000000000000,330,0.28,UNDERUTILIZED,330,275,220,-0.67,0.33,UNDERUTILIZED,no,yes,yes,yes,no,no,no,yes,yes,no,no,yes,yes,yes,yes,yes,yes,36.700000000000003,28.199999999999999,50.700000000000003,39.799999999999997,40.399999999999999,29.699999999999999,41.899999999999999,37.100000000000001,42.200000000000003,26.899999999999999,41.200000000000003,60.299999999999997,16.699999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252869&level=S,31,42,39,57,75,94,31,4,3,4,0,0,31,57,50,44,81,81,23,0,0,4,6,0,30,75,15,6,14,38,NDA,33,NDA,50,NDA,41,12,28,very weak,weak,no data available,weak,no data available,neutral,no data available,neutral,very weak,weak,1,0,50.000000000000000,74.400000000000006,0.700000000000000,-0.400000000000000,1,1,24,01024
-87.73273021,41.87778081,610348,GOLDBLATT,West Garfield Park,4257 W Adams St,closure,yes,Goldblatt closes. Receiving school is Hefferan.,236,609985,0,0,GOLDBLATT,Goldblatt,Nathan R Goldblatt Elementary School,(773) 534-6860,4257 W Adams St,60624,WEST GARFIELD PARK,41.877780809999997,-87.732730210000000,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,97.500000000000000,2.100000000000000,0.400000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9.32,10.070000000000000,9.520000000000000,10.180000000000000,88.56,88.810000000000002,100.000000000000000,99.640000000000001,700,671,674,626,555,522,488,371,342,331,275,273,268,236,34.500000000000000,26,8.500000000000000,780,0.3,UNDERUTILIZED,780,650,520,-0.64,0.36,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,20.800000000000001,20.100000000000001,19.100000000000001,27.399999999999999,26.699999999999999,27.000000000000000,32.399999999999999,36.500000000000000,24.600000000000001,40.500000000000000,35.299999999999997,26.500000000000000,40.200000000000003,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252221&level=S,32,52,57,57,57,62,30,7,0,0,0,0,48,59,48,57,71,52,27,7,0,0,0,0,42,71,8,19,99,70,NDA,NDA,NDA,NDA,NDA,NDA,80,55,very strong,strong,no data available,no data available,no data available,no data available,no data available,no data available,very strong,neutral,1,0,69.000000000000000,68.599999999999994,1.800000000000000,0.300000000000000,1,28,7,28007
-87.70216173,41.87019518,610365,BETHUNE,East Garfield Park,3030 W Arthington St,closure,yes,Bethune closes. Receiving school is Gregory.,377,609954,0,0,BETHUNE,Bethune,Mary McLeod Bethune Elementary School,(773) 534-6890,3030 W Arthington St,60612,EAST GARFIELD PARK,41.870195180000003,-87.702161730000000,Contract (Turnaround),Neighborhood Open Area,Level 3,0.000000000000000,98.900000000000006,0.000000000000000,0.800000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13.79,14.880000000000001,10.539999999999999,9.300000000000001,96.02,92.010000000000005,97.150000000000006,95.200000000000003,0,0,0,0,552,495,364,351,346,353,377,351,363,377,35.000000000000000,26,9.000000000000000,780,0.48,UNDERUTILIZED,780,650,520,-0.42,0.58,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,61.500000000000000,51.500000000000000,64.500000000000000,68.599999999999994,60.600000000000001,41.700000000000003,26.899999999999999,31.399999999999999,38.100000000000001,38.899999999999999,36.600000000000001,33.299999999999997,32.299999999999997,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252084&level=S,13,25,23,37,38,66,37,19,7,6,0,3,21,27,45,51,71,83,42,6,3,3,9,0,27,39,24,30,39,50,31,33,46,44,40,47,53,60,weak,neutral,weak,weak,neutral,neutral,neutral,neutral,neutral,strong,1,0,35.700000000000003,48.399999999999999,-2.100000000000000,-0.800000000000000,1,28,35,28035
-87.64675679,41.73409818,610369,"JACKSON, M",Auburn Gresham,917 W 88th St,closure,yes,M. Jackson closes. Receiving school is Fort Dearborn.,302,609924,0,0,JACKSONM,Jackson M.,Mahalia Jackson Elementary School,(773) 535-3341,917 W 88th St,60620,AUBURN GRESHAM,41.734098179999997,-87.646756789999998,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,98.700000000000003,1.000000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18.21,22.359999999999999,23.199999999999999,24.399999999999999,73.84,91.609999999999999,96.079999999999998,92.099999999999994,501,503,477,430,384,359,392,368,368,321,316,306,322,302,33.500000000000000,25,8.500000000000000,750,0.4,UNDERUTILIZED,750,625,500,-0.52,0.48,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,25.000000000000000,30.699999999999999,25.800000000000001,36.700000000000003,30.500000000000000,37.000000000000000,36.600000000000001,43.200000000000003,45.000000000000000,32.700000000000003,31.399999999999999,26.899999999999999,29.600000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252046&level=S,33,53,55,69,54,64,18,3,0,0,3,0,56,51,59,66,65,61,24,5,0,3,3,3,49,75,21,6,66,52,NDA,31,NDA,22,NDA,32,54,47,strong,neutral,no data available,weak,no data available,weak,no data available,weak,neutral,neutral,1,0,31.000000000000000,51.899999999999999,-0.600000000000000,-0.800000000000000,1,21,46,21046
-87.60649623,41.65743243,609848,ALTGELD,West Englewood,1340 W 71st St,closure*,no,Altgeld closes. Receiving school is Wentworth. Wentworth relocates to Altgeld.,443,610223,0,0,ALTGELD,Aldridge,Ira F Aldridge Elementary School,(773) 535-5614,630 E 131st St,60827,RIVERDALE,41.657432430000000,-87.606496230000005,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,98.799999999999997,1.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.800000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6.8,9.190000000000000,9.150000000000000,9.900000000000000,94,94.349999999999994,98.239999999999995,99.000000000000000,505,489,434,443,409,346,261,210,219,270,293,284,283,250,26.500000000000000,20,6.500000000000000,600,0.42,UNDERUTILIZED,600,500,400,-0.5,0.5,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,24.399999999999999,23.800000000000001,36.700000000000003,35.600000000000001,35.299999999999997,49.799999999999997,20.000000000000000,22.000000000000000,32.399999999999999,48.899999999999999,35.799999999999997,19.899999999999999,23.100000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252054&level=S,40,77,52,59,67,68,15,0,0,0,0,0,50,82,54,53,52,48,10,0,0,0,0,0,71,50,6,8,39,71,NDA,70,NDA,67,NDA,47,36,54,weak,strong,no data available,strong,no data available,strong,no data available,neutral,weak,neutral,0,0,21.399999999999999,57.200000000000003,-0.800000000000000,-1.300000000000000,1,9,3,09003
-87.72464875,41.87877166,609881,DELANO,West Garfield Park,3937 W Wilcox St,closure*,no,Delano closes. Receiving school is Melody. Melody relocates to Delano building.,395,610293,0,0,DELANO,Delano,Edward C Delano Elementary School,(773) 534-6620,3937 W Wilcox St,60624,WEST GARFIELD PARK,41.878771659999998,-87.724648750000000,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,98.700000000000003,1.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.06,6.760000000000000,7.280000000000000,7.310000000000000,97.22,100.000000000000000,99.299999999999997,97.849999999999994,742,654,657,616,557,459,445,423,409,498,465,426,414,395,47.000000000000000,36,11.000000000000000,1080,0.37,UNDERUTILIZED,1080,900,720,-0.56,0.44,UNDERUTILIZED,no,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no,no,no,27.000000000000000,41.600000000000001,21.600000000000001,29.500000000000000,34.799999999999997,28.300000000000001,37.299999999999997,42.600000000000001,42.700000000000003,38.200000000000003,39.299999999999997,25.399999999999999,32.399999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252152&level=S,42,47,52,47,50,90,17,2,0,3,3,0,67,67,67,50,69,90,8,0,0,3,3,0,58,53,2,17,52,72,63,36,79,28,64,46,66,68,neutral,strong,strong,weak,strong,weak,strong,neutral,strong,strong,1,0,54.799999999999997,73.700000000000003,0.800000000000000,0.400000000000000,1,28,37,28037
-87.67555599,41.78125258,609913,GOODLOW,West Englewood,2040 W 62nd St,closure*,no,Goodlow closes. Receiving school is Earle. Earle relocates to Goodlow building.,378,609897,0,0,GOODLOW,Goodlow,Elaine O Goodlow Elementary Magnet School,(773) 535-9365,2040 W 62nd St,60636,WEST ENGLEWOOD,41.781252580000000,-87.675555990000007,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,95.500000000000000,2.100000000000000,0.800000000000000,0.000000000000000,1.600000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.240000000000000,0.000000000000000,0.000000000000000,10.32,9.130000000000001,12.859999999999999,13.190000000000000,90.48,92.069999999999993,94.239999999999995,96.180000000000007,719,687,670,589,582,585,566,545,522,533,523,451,416,378,28.500000000000000,21,7.500000000000000,630,0.6,UNDERUTILIZED,630,525,420,-0.28,0.72,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,34.700000000000003,24.100000000000001,27.800000000000001,28.699999999999999,37.799999999999997,39.000000000000000,25.000000000000000,33.399999999999999,31.100000000000001,23.699999999999999,30.600000000000001,21.300000000000001,21.699999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252812&level=S,41,60,46,80,80,69,10,4,2,0,0,0,73,62,44,63,63,68,4,0,0,3,8,3,43,68,7,8,56,NDA,35,NDA,28,NDA,38,NDA,52,NDA,neutral,no data available,weak,no data available,weak,no data available,weak,no data available,neutral,no data available,1,0,31.000000000000000,59.899999999999999,-2.400000000000000,-2.100000000000000,1,16,3,16003
-87.68031236,41.87984242,609989,HERBERT,Near West Side,2131 W Monroe St,closure*,no,Herbert closes. Receiving school is Dett. Dett relocates to Herbert building.,355,610252,0,0,HERBERT,Herbert,Victor Herbert Elementary School,(773) 534-7806,2131 W Monroe St,60612,NEAR WEST SIDE,41.879842420000003,-87.680312360000002,"District, non-alternative",Neighborhood Open Area,Level 3,0.600000000000000,91.799999999999997,3.400000000000000,2.000000000000000,0.000000000000000,2.300000000000000,0.000000000000000,0.000000000000000,1.970000000000000,1.510000000000000,1.060000000000000,0.500000000000000,25.92,26.949999999999999,24.199999999999999,24.500000000000000,87.04,87.150000000000006,94.950000000000003,99.700000000000003,515,508,482,447,422,451,419,440,442,431,396,376,397,355,36.000000000000000,27,9.000000000000000,810,0.44,UNDERUTILIZED,810,675,540,-0.47,0.53,UNDERUTILIZED,yes,no,no,yes,yes,yes,yes,yes,no,no,no,yes,yes,no,no,no,no,19.500000000000000,16.500000000000000,9.199999999999999,16.500000000000000,19.300000000000001,17.300000000000001,36.100000000000001,31.899999999999999,29.199999999999999,20.500000000000000,15.699999999999999,20.100000000000001,23.100000000000001,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252262&level=S,30,28,36,58,53,70,34,13,7,0,8,0,22,49,68,61,80,65,34,8,0,5,8,0,31,74,21,5,72,53,48,52,50,39,46,49,64,59,strong,neutral,neutral,neutral,neutral,weak,neutral,neutral,strong,neutral,1,0,38.100000000000001,66.400000000000006,-0.900000000000000,-1.500000000000000,1,27,25,27025
-87.56716721,41.71440176,610045,LAWRENCE,South Deering,9928 S Crandon Ave,closure*,no,Lawrence closes. Receiving school is Burnham. Burnham relocates to Lawrence building.,398,609821,0,0,LAWRENCE,Lawrence,Robert H Lawrence Elementary School,(773) 535-6320,9928 S Crandon Ave,60617,SOUTH DEERING,41.714401760000001,-87.567167209999994,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,97.700000000000003,1.300000000000000,0.800000000000000,0.000000000000000,0.300000000000000,0.000000000000000,0.000000000000000,1.010000000000000,1.600000000000000,1.490000000000000,0.200000000000000,11.56,9.840000000000000,9.680000000000000,8.500000000000000,96.48,97.609999999999999,93.799999999999997,95.000000000000000,689,611,635,685,648,624,622,650,573,456,436,403,376,398,37.500000000000000,28,9.500000000000000,840,0.47,UNDERUTILIZED,840,700,560,-0.43,0.57,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,23.699999999999999,25.300000000000001,28.100000000000001,36.200000000000003,31.500000000000000,30.699999999999999,40.100000000000001,26.699999999999999,66.099999999999994,30.600000000000001,28.699999999999999,32.299999999999997,40.200000000000003,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252322&level=S,44,42,43,59,53,62,14,4,0,2,0,0,60,56,45,64,40,57,11,0,0,0,3,0,33,40,8,21,51,60,35,56,30,53,29,31,40,53,neutral,strong,weak,neutral,weak,neutral,weak,weak,neutral,neutral,1,0,35.700000000000003,54.600000000000001,0.100000000000000,-1.000000000000000,1,7,42,07042
-87.74931216,41.87358321,610058,MAY,Austin,512 S Lavergne Ave,closure*,no,May closes. Receiving school is Leland. Leland also receives students from L Armstrong. Leland relocates to May building.,463,610305,0,0,MAY,May,Horatio May Elementary Community Academy,(773) 534-6140,512 S Lavergne Ave,60644,AUSTIN,41.873583210000000,-87.749312160000002,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,99.400000000000006,0.200000000000000,0.200000000000000,0.200000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10.15,9.869999999999999,10.580000000000000,9.800000000000001,95.03,96.709999999999994,98.799999999999997,97.799999999999997,907,884,889,973,901,894,751,722,673,588,500,501,456,463,45.000000000000000,34,11.000000000000000,1020,0.45,UNDERUTILIZED,1020,850,680,-0.46,0.54,UNDERUTILIZED,yes,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,29.300000000000001,23.600000000000001,36.100000000000001,38.299999999999997,38.799999999999997,47.899999999999999,45.600000000000001,42.200000000000003,34.000000000000000,32.700000000000003,29.000000000000000,34.000000000000000,40.000000000000000,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252336&level=S,27,39,24,45,51,70,28,7,3,2,3,2,45,54,35,51,60,64,23,12,0,6,10,0,49,54,8,18,56,50,NDA,52,NDA,42,NDA,37,47,58,neutral,neutral,no data available,neutral,no data available,neutral,no data available,weak,neutral,neutral,1,0,45.200000000000003,60.600000000000001,-0.700000000000000,-1.000000000000000,1,29,2,29002
-87.61978251,41.82732778,610061,MAYO,Douglas,249 E 37th St,closure*,no,Mayo closes. Receiving school is Ida Wells. Relocates to Mayo building.,408,610110,0,0,MAYO,Mayo,William J & Charles H Mayo Elementary School,(773) 535-1260,249 E 37th St,60653,DOUGLAS,41.827327779999997,-87.619782509999993,"District, non-alternative",Neighborhood Open Area,Level 3,0.000000000000000,92.900000000000006,1.000000000000000,0.000000000000000,0.000000000000000,6.100000000000000,0.000000000000000,0.000000000000000,0.490000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8.33,8.770000000000000,7.440000000000000,6.400000000000000,94.61,94.959999999999994,97.909999999999997,99.599999999999994,497,504,491,472,505,555,530,523,487,478,453,430,456,408,31.000000000000000,23,8.000000000000000,690,0.59,UNDERUTILIZED,690,575,460,-0.29,0.71,UNDERUTILIZED,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,23.199999999999999,16.399999999999999,22.600000000000001,23.000000000000000,20.500000000000000,17.199999999999999,17.000000000000000,24.300000000000001,18.899999999999999,18.699999999999999,16.100000000000001,20.199999999999999,21.199999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252338&level=S,49,45,41,76,65,80,8,7,2,0,0,2,71,51,59,76,59,55,6,2,0,0,0,0,46,59,21,15,65,44,52,NDA,47,NDA,52,NDA,62,37,strong,neutral,neutral,no data available,neutral,no data available,neutral,no data available,strong,weak,1,0,26.199999999999999,62.500000000000000,-0.700000000000000,-1.700000000000000,1,3,35,03035
-87.71883334,41.89321142,610154,RYERSON,Humboldt Park,646 N Lawndale Ave,closure*,no,Ryerson closes. Receiving school is Laura Ward. Laura Ward relocates to Ryerson building.,399,610133,0,0,RYERSON,Ryerson,Martin A Ryerson Elementary School,(773) 534-6700,646 N Lawndale Ave,60624,HUMBOLDT PARK,41.893211420000000,-87.718833340000003,"District, non-alternative",Neighborhood Open Area,Level 2,0.000000000000000,97.200000000000003,2.500000000000000,0.000000000000000,0.300000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.500000000000000,0.450000000000000,0.000000000000000,0.200000000000000,12.03,9.710000000000001,9.500000000000000,8.199999999999999,93.73,94.579999999999998,99.569999999999993,99.599999999999994,617,603,617,587,550,630,547,516,591,507,515,463,443,399,31.000000000000000,23,8.000000000000000,690,0.58,UNDERUTILIZED,690,575,460,-0.31,0.69,UNDERUTILIZED,no,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,29.899999999999999,22.500000000000000,24.199999999999999,29.699999999999999,25.800000000000001,37.799999999999997,33.600000000000001,34.799999999999997,46.200000000000003,33.899999999999999,27.199999999999999,29.399999999999999,41.399999999999999,https://iirc.niu.edu/School.aspx?source=Trends&source2=Cohorts&schoolID=150162990252432&level=S,12,49,44,72,73,73,35,11,0,0,3,0,21,51,63,81,97,79,41,11,0,3,0,0,38,93,11,0,43,38,41,49,37,47,31,32,48,40,neutral,weak,neutral,neutral,weak,neutral,weak,weak,neutral,neutral,1,0,50.000000000000000,73.200000000000003,-2.800000000000000,-0.600000000000000,1,27,15,27015
